metric,mean_base,mean_abl,delta,lo_base,hi_base,lo_abl,hi_abl
ndcg,0.576721577512305,0.5962748577632532,0.019553280250948157,0.5089889419471069,0.6405435570273134,0.5282845430450052,0.6582086650982405
prec,0.5944444444444444,0.5777777777777778,-0.016666666666666607,0.5388888888888889,0.6444444444444444,0.5166666666666666,0.6277777777777778
rec,0.5944444444444444,0.5777777777777778,-0.016666666666666607,0.5333333333333333,0.6499999999999999,0.5222222222222221,0.6388888888888887
