student_id,policy,prec,rec,ndcg
S030,cf,0.6666666666666666,0.6666666666666666,0.7653606369886217
S030,logreg,0.6666666666666666,0.6666666666666666,0.7653606369886217
S030,hybrid,0.6666666666666666,0.6666666666666666,0.7653606369886217
S031,baseline,0.3333333333333333,0.3333333333333333,0.23463936301137822
S031,cf,0.3333333333333333,0.3333333333333333,0.2960819109658652
S031,logreg,0.3333333333333333,0.3333333333333333,0.46927872602275644
S031,hybrid,0.3333333333333333,0.3333333333333333,0.46927872602275644
S032,baseline,0.3333333333333333,0.3333333333333333,0.46927872602275644
S032,cf,0.3333333333333333,0.3333333333333333,0.46927872602275644
S032,logreg,0.3333333333333333,0.3333333333333333,0.46927872602275644
S032,hybrid,0.3333333333333333,0.3333333333333333,0.46927872602275644
S033,baseline,0.3333333333333333,0.3333333333333333,0.46927872602275644
S033,cf,0.3333333333333333,0.3333333333333333,0.46927872602275644
S033,logreg,0.3333333333333333,0.3333333333333333,0.2960819109658652
S033,hybrid,0.3333333333333333,0.3333333333333333,0.46927872602275644
S034,baseline,0.6666666666666666,0.6666666666666666,0.7653606369886217
S034,cf,0.6666666666666666,0.6666666666666666,0.7039180890341347
S034,logreg,0.6666666666666666,0.6666666666666666,0.7653606369886217
S034,hybrid,0.6666666666666666,0.6666666666666666,0.7653606369886217
S035,baseline,0.3333333333333333,0.3333333333333333,0.46927872602275644
S035,cf,0.3333333333333333,0.3333333333333333,0.46927872602275644
S035,logreg,0.3333333333333333,0.3333333333333333,0.46927872602275644
S035,hybrid,0.3333333333333333,0.3333333333333333,0.46927872602275644
S036,baseline,0.6666666666666666,0.6666666666666666,0.7653606369886217
S036,cf,0.6666666666666666,0.6666666666666666,0.5307212739772434
S036,logreg,0.6666666666666666,0.6666666666666666,0.7653606369886217
S036,hybrid,0.6666666666666666,0.6666666666666666,0.7039180890341347
S037,baseline,0.3333333333333333,0.3333333333333333,0.46927872602275644
S037,cf,0.3333333333333333,0.3333333333333333,0.46927872602275644
S037,logreg,0.3333333333333333,0.3333333333333333,0.46927872602275644
S037,hybrid,0.3333333333333333,0.3333333333333333,0.46927872602275644
S038,baseline,0.6666666666666666,0.6666666666666666,0.7653606369886217
S038,cf,0.3333333333333333,0.3333333333333333,0.2960819109658652
S038,logreg,0.6666666666666666,0.6666666666666666,0.7653606369886217
S038,hybrid,0.6666666666666666,0.6666666666666666,0.7039180890341347
S039,baseline,0.6666666666666666,0.6666666666666666,0.5307212739772434
S039,cf,0.3333333333333333,0.3333333333333333,0.46927872602275644
S039,logreg,0.6666666666666666,0.6666666666666666,0.7653606369886217
S039,hybrid,0.6666666666666666,0.6666666666666666,0.7039180890341347
S040,baseline,0.6666666666666666,0.6666666666666666,0.7039180890341347
S040,cf,0.6666666666666666,0.6666666666666666,0.7653606369886217
S040,logreg,0.6666666666666666,0.6666666666666666,0.7039180890341347
S040,hybrid,0.6666666666666666,0.6666666666666666,0.7653606369886217
S041,baseline,1.0,1.0,1.0
S041,cf,0.3333333333333333,0.3333333333333333,0.23463936301137822
S041,logreg,0.0,0.0,0.0
S041,hybrid,0.3333333333333333,0.3333333333333333,0.23463936301137822
S042,baseline,0.3333333333333333,0.3333333333333333,0.2960819109658652
S042,cf,0.3333333333333333,0.3333333333333333,0.23463936301137822
S042,logreg,0.3333333333333333,0.3333333333333333,0.2960819109658652
S042,hybrid,0.3333333333333333,0.3333333333333333,0.2960819109658652
S043,baseline,0.6666666666666666,0.6666666666666666,0.7653606369886217
S043,cf,0.6666666666666666,0.6666666666666666,0.7653606369886217
S043,logreg,0.6666666666666666,0.6666666666666666,0.7653606369886217
S043,hybrid,0.6666666666666666,0.6666666666666666,0.7653606369886217
S044,baseline,0.6666666666666666,0.6666666666666666,0.7039180890341347
S044,cf,0.6666666666666666,0.6666666666666666,0.7653606369886217
S044,logreg,0.6666666666666666,0.6666666666666666,0.7653606369886217
S044,hybrid,0.6666666666666666,0.6666666666666666,0.7653606369886217
S045,baseline,0.6666666666666666,0.6666666666666666,0.7653606369886217
S045,cf,0.6666666666666666,0.6666666666666666,0.7039180890341347
S045,logreg,0.6666666666666666,0.6666666666666666,0.7653606369886217
S045,hybrid,0.6666666666666666,0.6666666666666666,0.7039180890341347
S046,baseline,0.6666666666666666,0.6666666666666666,0.7039180890341347
S046,cf,0.6666666666666666,0.6666666666666666,0.7039180890341347
S046,logreg,0.3333333333333333,0.3333333333333333,0.46927872602275644
S046,hybrid,0.3333333333333333,0.3333333333333333,0.46927872602275644
S047,baseline,0.0,0.0,0.0
S047,cf,0.3333333333333333,0.3333333333333333,0.23463936301137822
S047,logreg,0.0,0.0,0.0
S047,hybrid,0.0,0.0,0.0
S048,baseline,0.6666666666666666,0.6666666666666666,0.5307212739772434
S048,cf,0.6666666666666666,0.6666666666666666,0.5307212739772434
S048,logreg,0.3333333333333333,0.3333333333333333,0.2960819109658652
S048,hybrid,0.6666666666666666,0.6666666666666666,0.5307212739772434
S049,baseline,0.6666666666666666,0.6666666666666666,0.7039180890341347
S049,cf,0.6666666666666666,0.6666666666666666,0.5307212739772434
S049,logreg,0.6666666666666666,0.6666666666666666,0.5307212739772434
S049,hybrid,0.6666666666666666,0.6666666666666666,0.5307212739772434
S050,baseline,0.3333333333333333,0.3333333333333333,0.2960819109658652
S050,cf,0.3333333333333333,0.3333333333333333,0.2960819109658652
S050,logreg,0.3333333333333333,0.3333333333333333,0.2960819109658652
S050,hybrid,0.3333333333333333,0.3333333333333333,0.2960819109658652
S051,baseline,0.6666666666666666,0.6666666666666666,0.5307212739772434
S051,cf,1.0,1.0,1.0
S051,logreg,0.6666666666666666,0.6666666666666666,0.5307212739772434
S051,hybrid,0.6666666666666666,0.6666666666666666,0.7039180890341347
S052,baseline,0.6666666666666666,0.6666666666666666,0.5307212739772434
S052,cf,0.3333333333333333,0.3333333333333333,0.23463936301137822
S052,logreg,0.6666666666666666,0.6666666666666666,0.5307212739772434
S052,hybrid,0.3333333333333333,0.3333333333333333,0.23463936301137822
S053,baseline,0.6666666666666666,0.6666666666666666,0.7653606369886217
S053,cf,0.6666666666666666,0.6666666666666666,0.7039180890341347
S053,logreg,0.6666666666666666,0.6666666666666666,0.7653606369886217
S053,hybrid,0.6666666666666666,0.6666666666666666,0.7653606369886217
S054,baseline,0.3333333333333333,0.3333333333333333,0.46927872602275644
S054,cf,0.3333333333333333,0.3333333333333333,0.46927872602275644
S054,logreg,0.3333333333333333,0.3333333333333333,0.46927872602275644
S054,hybrid,0.3333333333333333,0.3333333333333333,0.46927872602275644
S055,baseline,0.6666666666666666,0.6666666666666666,0.7039180890341347
S055,cf,0.3333333333333333,0.3333333333333333,0.2960819109658652
S055,logreg,0.3333333333333333,0.3333333333333333,0.23463936301137822
S055,hybrid,0.3333333333333333,0.3333333333333333,0.23463936301137822
S056,baseline,0.3333333333333333,0.3333333333333333,0.2960819109658652
S056,cf,0.0,0.0,0.0
S056,logreg,0.3333333333333333,0.3333333333333333,0.46927872602275644
S056,hybrid,0.3333333333333333,0.3333333333333333,0.2960819109658652
S057,baseline,0.0,0.0,0.0
S057,cf,0.0,0.0,0.0
S057,logreg,0.3333333333333333,0.3333333333333333,0.23463936301137822
S057,hybrid,0.0,0.0,0.0
S058,baseline,0.3333333333333333,0.3333333333333333,0.46927872602275644
S058,cf,0.6666666666666666,0.6666666666666666,0.5307212739772434
S058,logreg,0.3333333333333333,0.3333333333333333,0.46927872602275644
S058,hybrid,0.3333333333333333,0.3333333333333333,0.46927872602275644
S059,baseline,0.6666666666666666,0.6666666666666666,0.5307212739772434
S059,cf,1.0,1.0,1.0
S059,logreg,1.0,1.0,1.0
S059,hybrid,1.0,1.0,1.0
